Feature,Coefficient
const,4.4197718551136465
loan_amount,-0.11384881416599878
loan_to_value_ratio,-0.34520514634035054
loan_term,0.0
property_value,0.13323119027806754
income,0.055043828002936564
tract_population,0.03214004280418262
tract_minority_population_percent,-0.055736033599318474
ffiec_msa_md_median_family_income,-0.2360297286686829
tract_to_msa_income_percentage,-0.17195302875034366
tract_owner_occupied_units,-0.11818532745299518
tract_one_to_four_family_homes,0.11705827250639153
tract_median_age_of_housing_units,0.011442335435286641
conforming_loan_limit_NC,0.0033893214779850207
derived_loan_product_type_Conventional:Subordinate Lien,0.013843389803581055
derived_loan_product_type_FHA:First Lien,-0.08210201975901434
derived_loan_product_type_FHA:Subordinate Lien,-0.03511833026903633
derived_loan_product_type_FSA/RHS:First Lien,-0.01222297511465348
derived_loan_product_type_VA:First Lien,-0.026011327883587308
derived_dwelling_category_Single Family (1-4 Units):Site-Built,0.016992766066598212
"purchaser_type_Commercial bank, savings bank, or savings association",0.8921168048415649
"purchaser_type_Credit union, mortgage company, or finance company",0.8436460577778854
purchaser_type_Fannie Mae,-0.012961629873801528
purchaser_type_Freddie Mac,-0.19445582174134335
purchaser_type_Ginnie Mae,0.19866998468990368
purchaser_type_Life insurance company,0.010601312375334425
purchaser_type_Not applicable,-1.5080614873890132
purchaser_type_Other type of purchaser,0.5798613984133868
purchaser_type_Private securitizer,-0.04171311318803577
preapproval_Preapproval requested,0.22724337706327047
loan_type_Federal Housing Administration insured (FHA),-0.08350762889551774
loan_type_USDA Rural Housing Service or Farm Service Agency guaranteed (RHS or FSA),-0.01222297511465348
loan_type_Veterans Affairs guaranteed (VA),-0.026011327883587308
lien_status_Secured by a subordinate lien,0.005312449174084061
reverse_mortgage_Not a reverse mortgage,0.0
open-end_line_of_credit_Open-end line of credit,-0.2916897581637602
hoepa_status_Not a high-cost mortgage,1.6108815527200098
hoepa_status_Not applicable,-1.874670897419587
negative_amortization_No negative amortization,0.0
interest_only_payment_No interest-only payments,-0.14095893359120398
balloon_payment_No balloon payment,-0.061632021790114684
other_nonamortizing_features_Other non-fully amortizing features,-0.024757690245274386
construction_method_Site-built,0.016992766066598212
manufactured_home_secured_property_type_Manufactured home and not land,-0.012321564998982192
manufactured_home_secured_property_type_Not applicable,0.016992766066598212
manufactured_home_land_property_interest_Not applicable,0.016992766066598212
total_units_2,-0.09929089367069979
total_units_3,-0.021558409153457626
total_units_4,0.07816852766720495
debt_to_income_ratio_30%-<36%,0.11987342905990706
debt_to_income_ratio_36,0.08281321290647013
debt_to_income_ratio_37,0.06565871366669487
debt_to_income_ratio_38,0.05621401189589775
debt_to_income_ratio_39,0.007941732362634379
debt_to_income_ratio_40,0.024290636026065064
debt_to_income_ratio_41,0.044499497848333625
debt_to_income_ratio_42,-0.05368539199352448
debt_to_income_ratio_43,0.021951683967697182
debt_to_income_ratio_44,-0.022721886845451
debt_to_income_ratio_45,0.039543136993890594
debt_to_income_ratio_46,-0.022771235312934446
debt_to_income_ratio_47,0.07823769356694385
debt_to_income_ratio_48,-0.05469509895480917
debt_to_income_ratio_49,-0.13331886080225033
