Feature,Coefficient
const,4.164034759080436
loan_amount,0.009985913237629922
loan_to_value_ratio,-0.2201517483147196
loan_term,0.0
property_value,0.14869198913773568
income,0.012493576812040833
tract_population,-0.02232826149417322
tract_minority_population_percent,0.04348479971525795
ffiec_msa_md_median_family_income,-0.14541710434999625
tract_to_msa_income_percentage,0.04746717866468833
tract_owner_occupied_units,-0.013856697628724714
tract_one_to_four_family_homes,0.09860595999775154
tract_median_age_of_housing_units,0.0025175396724147784
conforming_loan_limit_NC,-0.00919701811076894
derived_loan_product_type_Conventional:Subordinate Lien,-0.03371179112569976
derived_loan_product_type_FHA:First Lien,0.0986558444511721
derived_loan_product_type_FHA:Subordinate Lien,-0.012781706809447502
derived_loan_product_type_FSA/RHS:First Lien,-0.03684211292201471
derived_loan_product_type_VA:First Lien,0.006165649771967111
derived_dwelling_category_Single Family (1-4 Units):Site-Built,0.011085026701354427
derived_ethnicity_Ethnicity Not Available,-0.1037647785848377
derived_ethnicity_Hispanic or Latino,-0.17975559119091303
derived_ethnicity_Joint,0.13918886204899178
derived_race_2 or more minority races,0.07461746176173932
derived_race_American Indian or Alaska Native,0.043604606500145415
derived_race_Asian,0.09458475558400359
derived_race_Black or African American,0.09521328927175665
derived_race_Joint,-0.06566673460834142
derived_race_Native Hawaiian or Other Pacific Islander,-0.010222148170318432
derived_race_Race Not Available,-0.08256779043851038
derived_sex_Female,0.006353110347550849
derived_sex_Joint,-0.008649419234100472
derived_sex_Sex Not Available,-0.020312000300785085
"purchaser_type_Commercial bank, savings bank, or savings association",0.2796235845191297
"purchaser_type_Credit union, mortgage company, or finance company",0.45955062429996835
purchaser_type_Fannie Mae,0.0026805750212753926
purchaser_type_Freddie Mac,-0.11629749692545104
purchaser_type_Ginnie Mae,0.721632183952299
purchaser_type_Life insurance company,-0.008547961079550725
purchaser_type_Not applicable,-1.442490134789626
purchaser_type_Other type of purchaser,0.4772974218404418
purchaser_type_Private securitizer,0.23787205753871546
preapproval_Preapproval requested,0.09868164227199068
loan_type_Federal Housing Administration insured (FHA),0.09644755691279241
loan_type_USDA Rural Housing Service or Farm Service Agency guaranteed (RHS or FSA),-0.03684211292201471
loan_type_Veterans Affairs guaranteed (VA),0.006165649771967111
lien_status_Secured by a subordinate lien,-0.0399958163911968
reverse_mortgage_Not a reverse mortgage,0.0
open-end_line_of_credit_Open-end line of credit,-0.12694288891707567
hoepa_status_Not a high-cost mortgage,1.3618125348476773
hoepa_status_Not applicable,-1.5011677645214363
negative_amortization_No negative amortization,0.0
interest_only_payment_No interest-only payments,-0.06728408087444103
balloon_payment_No balloon payment,-0.08506969634964585
other_nonamortizing_features_Other non-fully amortizing features,0.0
construction_method_Site-built,0.011085026701354427
manufactured_home_secured_property_type_Manufactured home and not land,-0.006550530104618014
manufactured_home_secured_property_type_Not applicable,0.011085026701354427
manufactured_home_land_property_interest_Not applicable,0.011085026701354427
total_units_2,0.032045674335945816
total_units_3,0.08387220649845498
total_units_4,0.06996222111492101
debt_to_income_ratio_30%-<36%,0.0405137459497352
debt_to_income_ratio_36,0.020679772939002503
debt_to_income_ratio_37,0.11198549828414957
debt_to_income_ratio_38,0.0638623575119885
debt_to_income_ratio_39,-0.01632582864979069
debt_to_income_ratio_40,-0.0011335207935602313
debt_to_income_ratio_41,-0.002589312048195966
debt_to_income_ratio_42,0.06651523112318887
debt_to_income_ratio_43,0.03580840199494903
debt_to_income_ratio_44,-0.07432350087597946
debt_to_income_ratio_45,0.025568111901798914
debt_to_income_ratio_46,0.040820499680207865
debt_to_income_ratio_47,-0.08712487145323866
debt_to_income_ratio_48,-0.07063198797245723
debt_to_income_ratio_49,-0.1302523133688834
debt_to_income_ratio_50%-60%,-0.16046584050581172
debt_to_income_ratio_<20%,-0.09706613286772263
debt_to_income_ratio_>60%,-0.3849536849617676
debt_to_income_ratio_Exempt,0.05948799106776582
applicant_credit_score_type_Exempt,0.008739560631034747
applicant_credit_score_type_Experian Fair Isaac,-0.016552044776563087
applicant_credit_score_type_FICO Risk Score Classic 04,-0.0029462463755317698
applicant_credit_score_type_FICO Risk Score Classic 98,-0.008560510999004975
applicant_credit_score_type_More than one credit scoring model,-0.15752325729192404
applicant_credit_score_type_Not applicable,-0.0714815153308023
applicant_credit_score_type_Other credit scoring model,0.07353099201082745
applicant_credit_score_type_VantageScore 2.0,-0.06427192462801809
applicant_credit_score_type_VantageScore 3.0,-0.029131660475776137
co-applicant_credit_score_type_Exempt,0.008739560631034747
co-applicant_credit_score_type_Experian Fair Isaac,0.0701420588217472
co-applicant_credit_score_type_FICO Risk Score Classic 04,0.042874683259933995
co-applicant_credit_score_type_FICO Risk Score Classic 98,0.0
co-applicant_credit_score_type_More than one credit scoring model,-0.057148771568246125
co-applicant_credit_score_type_No co-applicant,-0.039529409762005585
co-applicant_credit_score_type_Not applicable,-0.2667311842109768
co-applicant_credit_score_type_Other credit scoring model,-1.67175497570658e-06
co-applicant_credit_score_type_VantageScore 2.0,-0.015231998641499754
co-applicant_credit_score_type_VantageScore 3.0,0.0
applicant_ethnicity_observed_Not applicable,-0.11315009518918043
applicant_ethnicity_observed_Not collected on the basis of visual observation or surname,-0.017256062641941673
co-applicant_ethnicity_observed_No co-applicant,-0.01275691418915014
co-applicant_ethnicity_observed_Not applicable,1.399248328682903e-09
co-applicant_ethnicity_observed_Not collected on the basis of visual observation or surname,0.013701934800561272
applicant_race_observed_Not applicable,-0.11250020869724223
applicant_race_observed_Not collected on the basis of visual observation or surname,-0.02219479186744192
co-applicant_race_observed_No co-applicant,-0.012888129701976433
co-applicant_race_observed_Not applicable,-0.14115316959787963
co-applicant_race_observed_Not collected on the basis of visual observation or surname,0.1134165271366784
applicant_sex_Applicant selected both male and female,0.0
applicant_sex_Female,0.020922024686392152
"applicant_sex_Information not provided by applicant in mail, internet, or telephone application",-0.02026126897206391
applicant_sex_Not applicable,0.0
co-applicant_sex_Co-applicant selected both male and female,-0.004748943312150087
