Feature,Coefficient
const,0.0
loan_amount,-0.1018164856982559
loan_to_value_ratio,0.1471619210942391
interest_rate,0.28901232481353883
total_loan_costs,0.021019564722660547
origination_charges,0.05430334344024864
loan_term,0.0
property_value,-0.005708956043959838
income,0.014117467071919063
tract_population,-0.009015801889195417
tract_minority_population_percent,-0.0006694410286279245
ffiec_msa_md_median_family_income,0.018407947211037667
tract_to_msa_income_percentage,-0.00773570793151439
tract_owner_occupied_units,0.006353445426432416
tract_one_to_four_family_homes,0.006895275230397928
tract_median_age_of_housing_units,-0.0008311603993563159
conforming_loan_limit_NC,-0.0012106869363972428
derived_loan_product_type_Conventional:Subordinate Lien,-0.003077842948115752
derived_loan_product_type_FHA:First Lien,0.230336751169952
derived_loan_product_type_FSA/RHS:First Lien,0.015873821444814543
derived_loan_product_type_VA:First Lien,-0.0704239567150708
derived_dwelling_category_Single Family (1-4 Units):Site-Built,-0.00040041149893900164
"purchaser_type_Commercial bank, savings bank, or savings association",-0.008890286121708587
"purchaser_type_Credit union, mortgage company, or finance company",0.010215595126842695
purchaser_type_Fannie Mae,0.0
purchaser_type_Freddie Mac,-0.015804112384192607
purchaser_type_Ginnie Mae,-0.0003882988672495616
purchaser_type_Life insurance company,0.00019915292626946046
purchaser_type_Not applicable,0.003494678793516094
purchaser_type_Other type of purchaser,-0.0010912363230044517
purchaser_type_Private securitizer,0.0030530797115304173
preapproval_Preapproval requested,-0.0052249381973413925
loan_type_Federal Housing Administration insured (FHA),0.00010603880627901326
loan_type_USDA Rural Housing Service or Farm Service Agency guaranteed (RHS or FSA),0.0005064603848048815
loan_type_Veterans Affairs guaranteed (VA),-0.0024360199868888746
lien_status_Secured by a subordinate lien,-2.0345772542838154e-07
reverse_mortgage_Not a reverse mortgage,0.0
open-end_line_of_credit_Not an open-end line of credit,0.0
hoepa_status_Not a high-cost mortgage,-0.0
hoepa_status_Not applicable,-0.0010225664168639532
negative_amortization_No negative amortization,0.0
interest_only_payment_No interest-only payments,-0.0008691559080408902
balloon_payment_No balloon payment,0.0
other_nonamortizing_features_Other non-fully amortizing features,0.0032822253769644377
construction_method_Site-built,-5.938850246550644e-07
manufactured_home_secured_property_type_Not applicable,-5.770973849385115e-17
manufactured_home_land_property_interest_Not applicable,-6.354298446801491e-20
total_units_2,0.007793965931005318
total_units_3,0.005031716308617301
total_units_4,0.00482161994586645
debt_to_income_ratio_30%-<36%,0.010441339692890019
debt_to_income_ratio_36,0.006778666004262478
